question_id,predicted_query,predicted_database,feedbacks,errors,is_correct,run_status
1501,"SELECT T1.ID, MAX(T2.""T-CHO"") FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID GROUP BY T1.ID ORDER BY T1.Birthday LIMIT 1",thrombosis_prediction,"[{'query': 'Who is the oldest patient with the highest total cholesterol (T-CHO). State the patient ID and T-CHO index.', 'error_message': 'Error executing query: no such column: T_CHO', 'specific_error': ""Incorrect column name: 'T_CHO'"", 'advise': ""The column name 'T_CHO' seems to be incorrect. Based on the database schema, it should be 'T-CHO' (with a hyphen).""}, {'query_result': '[[125619, 239]]', 'is_correct': True, 'feedback': 'The query is correct. It correctly joins the Patient and Laboratory tables, groups the results by patient ID, orders the results by age (assuming Birthday represents date of birth), and limits the output to the oldest patient with their highest total cholesterol.', 'updated_query': None}]",['Error executing query: no such column: T_CHO'],[0],exited_normally
159,,,[],[],[0],error
435,,,[],[],[0],error
892,SELECT T3.'aCL IgG' FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T2.ID = T3.ID WHERE T2.UA BETWEEN 4 AND 8.5 AND T1.SEX = 'F' ORDER BY T2.UA DESC LIMIT 1,thrombosis_prediction,"[{'query': 'What is the anti Cardiolipin antibody concentration of the female patient with the highest uric acid level in the normal range?', 'error_message': 'Error executing query: no such column: T2.aCL', 'specific_error': ""The query is missing because it is attempting to be derived from a natural language question, but more importantly there is no column 'aCL'."", 'advise': ""The query needs to be written as it's own statement. Further, there are three columns beginning with 'aCL', so it is unclear which should be used. The user should be asked to clarify if they want 'aCL IgG', 'aCL IgM', or 'aCL IgA', and the query should be written to reflect their selection.""}, {'query_result': '[[1.3]]', 'is_correct': True, 'feedback': 'The query is correct. It correctly joins the tables, filters for female patients with uric acid levels within the normal range, orders the results by uric acid level in descending order, and limits the output to the patient with the highest uric acid level to retrieve their anti Cardiolipin antibody concentration.', 'updated_query': None}]",['Error executing query: no such column: T2.aCL'],[0],exited_normally
748,SELECT T2.Diagnosis FROM Laboratory AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T1.TG BETWEEN 40 AND 150 ORDER BY T1.TG DESC LIMIT 1,thrombosis_prediction,"[{'query_result': '""[[\\""Raynaud\'s phenomenon\\""]]""', 'is_correct': False, 'feedback': ""The query returns the patient with the highest triglyceride level that is less than or equal to 150, without considering if it's within the normal range. It should filter for triglyceride levels within the normal range first, then order and limit."", 'updated_query': 'SELECT T2.Diagnosis FROM Laboratory AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T1.TG BETWEEN 40 AND 150 ORDER BY T1.TG DESC LIMIT 1'}, {'query_result': '""[[\\""Raynaud\'s phenomenon\\""]]""', 'is_correct': True, 'feedback': 'The query correctly returns the disease name of the patient with the highest triglyceride level within the normal range (40-150 mg/dL).', 'updated_query': None}]",[],[0],exited_normally
192,,,[],[],[0],error
678,,,[],[],[0],error
1224,,,[],[],[0],error
1177,,,[],[],[0],error
31,,,[],[],[0],error
512,,,[],[],[0],error
202,,,[],[],[0],error
1226,,,[],[],[0],error
893,,,[],[],[0],error
579,,,[],[],[0],error
879,,,[],[],[0],error
948,,,[],[],[0],error
